LP,900,800,700,600,500
,5,5,5,3,2
,6,5,4,4,4
,8,8,7,8,8
,10,10,9,10,9
,4,4,3,2,2
,9,9,8,10,9
,8,5,9,9,8
,5,6,6,5,4
,8,6,7,8,7
,7,8,8,5,7
,8,8,9,5,7
,9,8,7,9,9
,8,6,9,8,9
,9,8,8,8,8
,10,9,10,10,9
,9,8,7,9,8
,8,8,5,8,7
,10,9,10,10,9
,9,9,9,10,10
,10,10,9,10,9
,6,9,7,8,9
,6,6,5,7,6
,8,7,10,6,8
,9,7,8,7,8
,9,8,8,10,7
,9,9,6,9,7
,8,9,9,7,8
,3,3,1,2,2
,7,6,6,7,6
,5,6,6,6,6
,10,8,6,8,10
,9,8,10,9,9
,8,9,7,10,7
,4,8,5,8,8
,9,9,9,9,9
,5,6,5,6,5
,10,9,7,9,7
,8,10,8,8,10
,9,10,9,10,9
,3,2,1,2,3
,9,9,9,9,10
,7,7,8,7,8
,1,1,1,2,3
,8,7,8,8,9
,8,9,8,7,9
,8,7,7,8,8
,9,7,9,7,8
,7,8,8,9,8
,10,9,7,7,6
,7,6,8,8,8
,7,7,6,7,8
,10,9,10,10,8
,7,5,7,6,5
,8,8,9,8,7
,9,6,8,7,7
,7,7,7,7,7
,6,7,6,7,6
,9,8,6,8,9
,9,9,9,9,9
,8,9,8,10,10
,7,4,5,5,9
,7,7,8,7,6
,9,8,9,8,9
,10,9,9,9,9
,5,6,6,7,5
,10,10,9,10,10
,9,7,10,7,8
,9,9,10,9,9
,9,9,9,9,10
,9,4,5,4,2
,9,9,8,8,8
,6,6,6,7,7
,4,3,5,7,6
,4,4,6,4,5
,7,8,8,8,9
,7,10,8,7,9
,8,6,5,9,6
,8,7,7,7,6
,9,9,9,9,8
,8,5,10,5,8
,5,3,6,5,5
,8,9,8,9,8
,3,3,3,3,2
,10,9,10,9,10
,10,10,9,10,9
,8,8,6,7,8
,8,8,9,8,9
,6,5,6,5,7
,6,6,4,7,6
,10,9,10,9,10
,10,10,10,9,7
,8,7,7,7,7
,8,8,8,7,9
,8,7,6,9,6
,8,9,8,8,9
,7,6,8,7,9
,9,9,8,9,9
,8,6,6,7,6
,7,7,5,6,5
,8,6,9,7,9
,7,4,4,4,3
,7,8,5,7,5
,9,6,7,8,9
,7,7,7,6,8
,7,8,7,7,7
,8,8,9,8,7
,10,10,10,10,9
,7,6,6,7,6
,8,8,8,8,8
,9,5,9,5,9
,4,5,6,7,6
,10,10,9,9,9
,6,7,10,6,7
,6,6,7,7,6
,7,8,6,7,6
,10,8,10,7,9
,8,10,9,10,7
,6,10,10,10,8
,8,9,9,10,9
,7,8,7,7,7
,9,8,7,7,8
,6,7,7,7,7
,3,4,4,4,3
,2,4,3,2,3
,4,6,4,2,3
,7,9,8,6,9
,7,7,7,7,5
,8,7,8,9,9
,9,8,8,7,9
,9,8,9,8,8
,9,9,8,7,7
,7,10,7,9,6
,9,7,8,6,9
,8,7,8,8,8
,6,6,5,4,4
,5,4,5,4,3
,3,3,2,2,2
,6,5,7,5,4
,9,9,7,7,7
,9,5,9,7,3
,7,6,8,6,7
,9,9,9,9,9
,4,2,3,4,3
,8,8,7,9,7
,9,10,8,9,8
,4,9,4,9,9
,8,6,2,7,10
,7,7,6,7,5
,4,3,3,4,3
,10,9,8,9,8
,7,7,6,8,8
,7,8,7,6,6
,7,7,8,8,6
,7,9,8,10,8
,7,7,8,7,10
,7,7,5,8,7
,6,6,5,5,5
,6,6,6,5,5
,8,10,9,7,9
,7,8,8,8,7
,7,6,6,6,6
,9,9,9,8,10
,9,7,8,6,9
,10,9,10,9,9
,9,7,9,7,8
,8,8,8,7,7
,10,9,10,9,10
,8,7,7,6,4
,9,10,10,10,10
,7,10,8,9,8
,7,7,7,7,7
,1,1,1,1,1
,9,9,9,9,9
,7,6,7,5,4
,7,6,6,7,5
,7,6,5,7,6
,7,9,9,10,7
,6,6,8,7,7
,7,9,7,10,8
,6,6,5,7,6
,9,8,8,7,7
,5,7,6,7,7
,4,4,4,4,4
,6,9,7,6,2
,2,2,1,1,1
,8,6,9,5,8
,2,9,6,5,5
,7,8,5,4,7
,7,6,5,8,7
,4,9,3,9,8
,9,9,8,6,5
,9,7,8,8,10
,7,6,7,6,6
,7,7,7,8,8
,6,4,6,5,4
,3,3,2,4,3
,8,8,8,8,8
Average,7.340101523,7.182741117,7.065989848,7.131979695,7.025380711
STD,1.972014921,1.996708158,2.097304066,2.043616902,2.169916175